Id,Year_Birth,Education,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain
9635,1983,Master,35876,4/20/2014,13,66,2,40,4,3,1,3,3,6,0,0
9727,1957,Graduation,23539,2/28/2014,13,4,24,11,16,1,1,2,4,6,0,0
6205,1967,Master,32557,2/24/2014,13,34,3,29,0,4,3,2,3,5,1,0
10681,1970,2n Cycle,62466,1/15/2014,13,129,129,259,168,121,5,6,12,4,0,0
5156,1970,2n Cycle,62466,1/15/2014,13,129,129,259,168,121,5,6,12,4,0,0
3050,1966,Graduation,54198,12/17/2013,13,185,0,28,3,2,6,3,6,4,0,0
8164,1978,PhD,82170,11/25/2013,13,1023,93,651,49,55,1,5,7,2,0,0
5626,1964,PhD,61798,11/23/2013,13,338,4,89,11,8,1,4,9,4,0,0
7600,1992,Basic,15253,10/28/2013,13,1,3,3,8,1,2,1,3,7,0,0
6406,1988,Master,78285,10/28/2013,13,647,107,391,175,67,1,6,10,3,0,0
7002,1955,Graduation,62535,3/10/2013,13,163,48,90,0,45,1,3,8,3,0,0
8234,1973,Basic,27190,8/15/2013,13,1,6,7,0,1,1,1,2,8,1,0
6116,1968,2n Cycle,48985,5/7/2013,13,19,13,18,10,7,1,1,3,3,0,0
291,1970,Graduation,72940,6/19/2013,13,182,74,298,162,149,1,3,6,1,0,0
8779,1985,2n Cycle,36145,6/16/2013,13,56,4,76,17,1,4,4,3,9,1,0
4931,1977,Graduation,157146,4/29/2013,13,1,0,1725,2,1,0,0,0,1,0,0
1650,1960,Master,81843,4/22/2013,13,779,86,537,34,69,1,5,12,3,0,0
9701,1988,Graduation,41883,3/19/2013,13,32,34,41,73,16,3,4,3,7,0,0
6431,1964,PhD,45759,2/23/2013,13,42,1,18,3,0,2,2,3,7,0,0
10789,1964,PhD,45759,2/23/2013,13,42,1,18,3,0,2,2,3,7,0,0
5302,1986,Graduation,78394,2/15/2013,13,298,27,697,216,24,1,4,5,2,1,0
4459,1989,Graduation,30279,12/30/2012,13,10,4,14,4,4,1,1,3,8,0,0
10642,1989,Graduation,30279,12/30/2012,13,10,4,14,4,4,1,1,3,8,0,0
9213,1970,Graduation,31880,10/31/2012,13,4,1,5,2,0,1,1,2,8,0,0
3678,1973,Graduation,60208,7/10/2012,13,488,23,71,15,0,11,8,7,7,1,0
3698,1983,Graduation,78687,9/8/2012,13,817,185,687,145,55,1,4,8,2,1,0
5929,1973,PhD,37401,6/5/2014,14,19,3,19,3,1,2,2,3,7,0,0
10795,1973,PhD,37401,6/5/2014,14,19,3,19,3,1,2,2,3,7,0,0
4390,1954,Graduation,75315,4/15/2014,14,459,15,171,142,23,2,5,12,2,0,0
9362,1965,Graduation,69263,5/3/2014,14,492,5,32,13,5,1,9,7,6,0,0
1577,1946,Graduation,78569,2/19/2014,14,558,79,622,207,175,1,4,4,1,1,0
4609,1966,PhD,57705,11/1/2014,14,383,0,53,6,4,3,8,6,6,0,0
7143,1955,2n Cycle,74805,6/11/2013,14,209,162,209,41,162,5,4,10,2,0,0
1729,1961,PhD,66426,2/10/2013,14,1043,24,97,32,24,2,3,10,6,0,0
10664,1949,Master,51529,7/9/2013,14,400,4,35,6,0,2,9,5,8,0,0
5029,1946,Graduation,18100,6/8/2013,14,3,1,2,4,3,1,0,3,5,0,0
10507,1977,2n Cycle,59601,7/25/2013,14,691,7,69,0,7,4,2,7,8,0,0
3865,1977,2n Cycle,20981,4/30/2013,14,2,12,10,6,13,1,3,2,8,1,0
6982,1976,Graduation,74068,3/19/2013,14,783,30,537,140,76,1,4,9,2,0,0
7042,1983,Graduation,36790,1/3/2013,14,3,3,14,15,21,1,2,2,9,1,0
9668,1971,Graduation,18793,12/1/2013,14,4,16,20,0,17,3,2,4,8,0,0
6878,1954,Graduation,27421,12/12/2012,14,43,12,96,78,40,3,4,6,7,0,0
4099,1972,Graduation,30675,12/11/2012,14,10,2,16,11,2,1,1,3,8,0,0
5031,1974,Graduation,83145,9/22/2012,14,777,35,731,39,137,1,5,11,2,1,0
1970,1968,Master,34053,10/9/2012,14,63,0,21,7,0,1,3,3,8,0,0
5726,1983,Master,31788,3/20/2014,15,16,7,23,0,8,3,3,4,5,0,1
5231,1974,2n Cycle,45894,2/27/2014,15,27,2,7,0,2,1,1,3,5,0,0
1307,1978,Graduation,41986,9/2/2014,15,27,5,8,8,3,3,3,4,4,0,0
10609,1962,PhD,42769,12/10/2013,15,71,0,13,3,1,2,1,4,4,0,0
5782,1982,2n Cycle,58582,9/28/2013,15,402,35,106,101,77,2,9,9,5,0,0
7533,1964,Graduation,49096,9/24/2013,15,144,1,32,2,1,4,4,4,7,0,0
9493,1980,PhD,76412,5/5/2013,15,840,53,804,23,71,1,5,8,3,1,0
2253,1990,Graduation,18929,2/16/2013,15,32,0,8,23,4,1,1,4,6,0,0
2326,1990,Graduation,18929,2/16/2013,15,32,0,8,23,4,1,1,4,6,0,0
1876,1990,Graduation,18929,2/16/2013,15,32,0,8,23,4,1,1,4,6,0,0
7141,1986,Master,21888,12/29/2012,15,88,10,46,2,3,4,5,2,10,1,0
7393,1978,Graduation,41580,10/12/2012,15,56,5,24,4,0,3,2,3,5,0,0
4713,1979,PhD,31605,11/22/2012,15,74,0,42,2,1,2,2,4,7,0,0
5093,1974,PhD,25509,9/18/2012,15,40,3,30,10,7,3,3,3,9,1,0
8524,1974,PhD,25509,9/18/2012,15,40,3,30,10,7,3,3,3,9,1,0
3766,1959,Master,33051,8/16/2012,15,100,71,243,108,94,3,9,8,9,1,0
9725,1966,PhD,28764,5/6/2014,16,8,0,3,0,0,1,1,2,8,0,0
8933,1983,2n Cycle,32146,12/5/2014,16,26,3,23,4,7,2,2,4,6,0,0
10779,1983,Graduation,22148,4/13/2014,16,15,5,14,0,4,1,1,3,7,0,0
9289,1979,Graduation,36781,10/4/2014,16,29,1,17,0,3,1,2,2,8,1,0
2613,1960,Master,54197,3/4/2014,16,162,6,37,6,13,2,1,6,1,0,0
10133,1970,Graduation,93790,12/2/2014,16,1302,68,731,89,114,0,6,12,2,1,0
8443,1972,Graduation,24762,10/2/2014,16,6,10,12,3,15,3,3,2,8,1,0
10796,1984,Master,30477,1/22/2014,16,47,1,6,0,0,1,1,3,6,0,0
10241,1975,2n Cycle,11448,12/15/2013,16,0,0,0,6,2,1,1,2,6,0,0
3388,1967,Graduation,70844,10/30/2013,16,129,26,67,3,67,5,6,5,7,0,0
6507,1980,Graduation,30828,4/10/2013,16,16,11,15,2,0,2,1,4,3,0,0
7446,1967,Master,62513,9/9/2013,16,520,42,98,0,42,2,6,10,6,0,0
87,1981,2n Cycle,27733,8/26/2013,16,0,7,5,26,2,2,2,3,7,0,0
10477,1973,PhD,39435,6/8/2013,16,71,0,18,0,0,1,3,2,7,0,0
6072,1970,Master,75345,2/2/2013,16,918,57,842,99,38,1,5,6,3,1,0
2518,1986,2n Cycle,20491,1/25/2013,16,5,4,5,4,2,1,0,2,7,0,0
247,1971,Graduation,36715,11/17/2012,16,172,10,125,21,13,6,7,4,9,1,0
9463,1959,Graduation,71706,11/13/2012,16,931,56,253,91,98,4,9,7,5,0,0
1459,1966,PhD,69063,7/11/2012,16,666,35,124,69,8,1,5,5,3,0,0
9530,1988,Graduation,24645,1/11/2012,16,5,3,4,4,1,1,1,2,8,0,0
9653,1975,Graduation,35797,10/16/2012,16,27,1,14,4,1,2,2,3,8,0,0
10785,1969,Graduation,44078,6/19/2014,17,24,1,10,2,0,2,2,3,5,0,0
9392,1971,Graduation,26954,8/5/2014,17,4,1,11,0,0,1,1,2,7,0,0
3769,1972,PhD,,2/3/2014,17,25,1,13,0,0,1,1,3,7,0,0
10146,1972,PhD,38887,2/3/2014,17,25,1,13,0,0,1,1,3,7,0,0
4741,1974,2n Cycle,65463,1/30/2014,17,391,32,70,21,32,2,6,9,5,0,0
1880,1959,PhD,53537,1/30/2014,17,81,0,6,0,0,2,2,3,5,0,0
6471,1971,Master,36230,10/17/2013,17,14,2,30,8,2,1,2,4,5,0,0
5718,1950,Graduation,80763,8/15/2013,17,674,168,108,192,42,1,5,6,3,1,0
3478,1971,PhD,60585,6/24/2013,17,267,42,309,55,42,10,7,9,5,1,0
7848,1974,Graduation,49166,6/13/2013,17,224,2,25,7,0,2,5,3,6,0,0
7999,1955,PhD,75261,4/23/2013,17,1239,17,413,23,34,1,5,5,2,1,0
11101,1991,Graduation,89891,4/15/2013,17,412,22,132,59,28,1,11,8,4,0,0
9212,1962,Master,72828,2/14/2013,17,1205,0,235,19,14,6,6,13,7,0,0
10983,1952,Graduation,75278,1/29/2013,17,304,98,230,150,74,1,6,13,3,0,0
3629,1978,Graduation,38557,12/19/2012,17,76,3,31,4,4,2,3,3,7,0,0
4673,1963,PhD,81300,10/30/2012,17,1004,12,145,32,12,3,10,5,5,1,0
796,1965,2n Cycle,60161,10/23/2012,17,584,44,212,46,8,3,11,8,8,0,0
618,1977,PhD,69389,9/28/2012,17,422,7,238,69,46,1,7,12,4,0,0
380,1954,Graduation,64497,10/9/2012,17,1170,48,320,42,32,5,11,9,8,1,0
1092,1980,Graduation,61014,11/8/2012,17,269,129,495,182,43,4,9,4,7,0,0
8962,1975,Master,44319,4/17/2014,18,26,0,8,0,0,2,2,3,5,0,0
8207,1957,2n Cycle,53233,3/18/2014,18,28,0,9,3,0,1,1,3,4,0,0
6521,1954,Graduation,77972,3/18/2014,18,613,22,319,33,102,1,4,9,1,0,0
535,1987,Graduation,81361,2/25/2014,18,163,23,424,27,65,1,3,13,1,0,0
4608,1987,Graduation,81361,2/25/2014,18,163,23,424,27,65,1,3,13,1,1,0
11086,1984,Basic,25707,1/18/2014,18,1,6,2,3,6,1,1,3,7,0,0
1064,1971,PhD,42403,11/12/2013,18,22,1,11,0,5,1,1,3,8,0,0
7000,1972,2n Cycle,65704,10/13/2013,18,279,172,74,38,8,1,2,10,1,0,0
1581,1980,Graduation,37406,10/10/2013,18,2,0,8,2,2,1,1,2,8,1,0
7384,1951,Master,39767,7/21/2013,18,113,61,204,34,26,2,7,7,8,0,0
10552,1979,2n Cycle,54210,5/20/2013,18,70,54,109,80,9,2,4,7,5,0,0
6409,1967,Graduation,57136,5/18/2013,18,267,140,599,34,12,1,7,7,6,1,0
9507,1975,Graduation,40794,7/4/2013,18,261,23,73,4,23,2,6,5,7,0,0
9560,1965,Graduation,83003,3/3/2013,18,856,61,570,40,25,1,7,8,3,1,0
10991,1960,Master,89058,7/12/2012,18,454,194,106,31,22,1,5,4,2,0,0
4712,1991,2n Cycle,20193,11/28/2012,18,8,8,22,24,11,1,1,4,4,0,0
11056,1974,Graduation,72099,10/27/2012,18,546,91,410,119,0,1,3,10,1,0,0
7414,1971,Graduation,43824,9/15/2012,18,96,1,42,12,3,4,3,4,8,0,0
3076,1975,Graduation,66653,7/9/2012,18,452,18,102,16,18,4,4,12,3,0,0
6355,1978,Graduation,44359,6/17/2014,19,20,0,14,7,3,3,2,4,3,0,0
7959,1961,Graduation,79410,5/29/2014,19,658,80,483,123,13,1,3,5,1,0,0
5512,1977,Master,55842,5/23/2014,19,451,0,39,0,4,1,7,8,5,0,0
10102,1966,Graduation,79946,12/5/2014,19,395,183,565,166,141,1,5,5,3,0,0
9369,1979,2n Cycle,88194,3/19/2014,19,688,14,309,201,24,1,11,10,5,1,0
3711,1944,Master,80184,1/3/2014,19,1035,134,670,25,38,1,6,10,3,0,0
6931,1967,Graduation,76982,2/15/2014,19,464,151,292,65,60,1,8,4,4,1,0
9596,1980,PhD,65295,12/23/2013,19,365,32,117,34,110,1,3,13,2,0,0
2727,1973,Graduation,57100,4/12/2013,19,181,21,69,39,3,1,3,6,3,0,0
8416,1981,Graduation,29009,11/29/2013,19,6,6,15,10,5,2,2,3,6,0,0
3967,1971,PhD,78931,10/25/2013,19,331,197,170,58,152,1,2,13,1,0,0
2139,1975,Master,7500,2/10/2013,19,3,1,10,3,2,3,2,3,5,0,0
2162,1976,Graduation,56939,9/18/2013,19,256,34,103,90,29,2,3,10,3,0,0
9242,1990,Graduation,64509,8/17/2013,19,836,185,575,24,25,1,6,9,4,1,0
10595,1990,Graduation,30093,8/7/2013,19,2,6,28,13,4,1,2,3,7,0,0
4855,1974,PhD,30351,6/6/2013,19,14,0,24,3,3,1,3,2,9,1,0
5049,1974,PhD,30351,6/6/2013,19,14,0,24,3,3,1,3,2,9,0,0
4967,1960,PhD,38201,3/29/2013,19,233,0,23,0,0,4,5,5,8,0,0
5255,1986,Graduation,,2/20/2013,19,5,1,3,3,263,0,27,0,1,0,0
9215,1980,PhD,43974,12/12/2012,19,378,0,101,0,0,5,6,6,7,0,0
3525,1970,Graduation,38200,7/12/2012,19,12,0,4,0,0,1,1,2,7,0,0
3619,1960,2n Cycle,87305,9/23/2012,19,345,25,501,63,138,1,5,8,2,1,0
4415,1961,Graduation,16860,12/9/2012,19,10,4,4,3,3,3,1,3,7,0,0
3645,1972,PhD,27213,8/30/2012,19,19,3,26,10,9,3,2,4,8,1,0
4692,1976,Graduation,7500,1/8/2012,19,7,0,12,13,7,5,4,2,9,1,0
3955,1965,Graduation,4861,6/22/2014,20,2,1,1,1,0,0,0,0,14,0,0
5313,1971,Master,38196,4/18/2014,20,30,0,11,0,0,3,2,4,5,0,0
7196,1950,PhD,41145,8/2/2014,20,9,0,3,0,0,1,0,3,3,0,0
1381,1982,PhD,38513,1/28/2014,20,172,3,115,16,0,5,6,5,8,1,0
10951,1968,Graduation,45688,1/25/2014,20,279,0,18,0,0,2,3,8,4,0,0
4322,1958,PhD,77863,11/27/2013,20,881,38,319,16,25,1,4,10,2,0,0
7444,1969,Master,42169,10/19/2013,20,19,0,9,0,0,2,1,3,8,0,0
2942,1964,Graduation,45906,7/5/2013,20,305,3,27,4,3,2,5,4,5,0,0
2874,1988,2n Cycle,35388,7/3/2013,20,6,4,7,4,3,1,1,3,7,0,0
3667,1969,Graduation,80952,2/28/2013,20,778,178,689,41,27,1,8,11,8,1,0
3697,1954,Graduation,39898,12/2/2013,20,69,8,26,12,7,2,3,4,7,0,0
9955,1954,Graduation,39898,12/2/2013,20,69,8,26,12,7,2,3,4,7,0,0
5320,1973,Master,44051,1/29/2013,20,79,7,58,6,3,4,3,4,6,1,0
6422,1954,Graduation,86718,1/17/2013,20,344,189,482,50,33,1,5,5,2,0,0
3690,1986,Master,80141,11/1/2013,20,1184,102,673,52,40,1,7,10,6,1,0
2408,1976,Graduation,58597,11/20/2012,20,490,0,184,10,28,12,7,9,7,0,0
9260,1945,PhD,70356,5/11/2012,20,1349,16,249,43,16,2,10,9,6,0,0
9648,1967,Graduation,46904,3/11/2012,20,153,4,56,0,9,4,5,4,8,0,0
4939,1946,Graduation,37760,8/31/2012,20,84,5,38,150,12,2,4,6,7,0,0
8652,1946,Graduation,37760,8/31/2012,20,84,5,38,150,12,2,4,6,7,0,0
4702,1964,Graduation,61839,12/8/2012,20,1000,155,379,224,17,1,4,4,8,0,0
2587,1972,PhD,29791,5/15/2014,21,14,0,6,0,0,2,2,3,5,0,0
2811,1963,PhD,48918,12/4/2014,21,52,0,9,0,0,2,1,4,4,0,0
9150,1963,PhD,48918,12/4/2014,21,52,0,9,0,0,2,1,4,4,0,0
10127,1965,Graduation,58692,6/4/2014,21,301,11,61,4,7,1,8,4,7,0,0
5493,1976,Graduation,39356,3/19/2014,21,15,0,2,0,0,1,1,2,6,0,0
2666,1972,Master,76234,6/2/2014,21,519,50,167,130,0,1,8,11,3,0,0
10099,1984,Graduation,55434,5/10/2013,21,238,115,215,169,69,3,5,13,4,0,0
10562,1946,Master,66835,9/28/2013,21,620,26,195,34,17,1,6,13,2,0,0
7881,1946,Master,66835,9/28/2013,21,620,26,195,34,17,1,6,13,2,0,0
6721,1951,Graduation,71965,7/29/2013,21,572,19,286,50,38,3,6,5,3,0,0
5204,1971,Graduation,74538,6/29/2013,21,380,98,733,110,112,1,8,5,3,1,0
5209,1954,Graduation,50002,6/17/2013,21,443,5,71,21,16,2,8,7,7,0,0
10128,1958,Graduation,53977,8/6/2013,21,620,16,165,0,24,5,5,12,5,0,0
9284,1958,Graduation,53977,8/6/2013,21,620,16,165,0,24,5,5,12,5,0,0
8643,1971,Graduation,69930,5/26/2013,21,252,98,827,219,70,1,4,12,3,0,0
1685,1967,PhD,62981,3/17/2013,21,796,14,590,38,44,1,4,13,3,0,0
2877,1974,Master,46014,1/21/2013,21,410,0,59,19,9,10,7,8,7,0,0
8369,1987,Graduation,18227,8/11/2012,21,1,2,7,4,3,1,0,2,8,0,0
6233,1976,Graduation,65991,7/9/2012,21,507,19,364,25,47,3,9,10,7,0,0
195,1972,Graduation,38808,8/26/2012,21,125,17,52,3,19,4,5,4,8,1,0
1501,1982,PhD,160803,4/8/2012,21,55,16,1622,17,3,15,0,1,0,0,0
10846,1978,Master,43783,5/29/2014,22,327,9,125,25,4,6,7,8,7,0,0
8341,1969,PhD,30396,4/30/2014,22,15,0,6,0,1,2,1,2,7,1,0
10766,1964,PhD,65526,11/4/2014,22,397,19,69,12,0,1,4,8,2,0,0
9971,1964,PhD,65526,11/4/2014,22,397,19,69,12,0,1,4,8,2,0,0
1740,1944,Graduation,55956,7/4/2014,22,760,38,104,50,9,2,7,4,4,0,0
8737,1978,Graduation,55563,5/4/2014,22,29,1,9,2,0,1,2,3,3,0,0
6466,1965,PhD,57236,12/3/2014,22,105,0,9,2,1,3,2,4,3,0,0
10430,1973,Graduation,89694,9/10/2013,22,1126,28,211,37,28,3,4,4,5,0,0
8773,1971,Master,57420,6/25/2013,22,280,0,18,0,0,3,5,6,7,0,0
2371,1972,Graduation,33622,4/13/2013,22,39,1,22,3,4,3,2,4,7,0,0
7786,1986,PhD,29999,2/13/2013,22,68,7,59,10,5,4,3,4,8,0,0
4088,1962,PhD,31497,6/12/2012,22,108,1,28,13,1,2,3,4,8,0,0
4971,1962,PhD,31497,6/12/2012,22,108,1,28,13,1,2,3,4,8,0,0
10560,1980,PhD,36802,6/16/2014,23,16,1,2,0,0,1,1,3,5,0,0
6892,1968,Graduation,61671,3/6/2014,23,641,7,56,0,0,8,10,6,8,0,0
11004,1893,2n Cycle,60182,5/17/2014,23,8,0,5,7,0,1,1,2,4,0,0
1818,1971,PhD,29732,3/25/2014,23,25,0,8,0,1,1,2,2,9,0,0
9485,1986,PhD,45921,10/3/2014,23,102,9,49,24,3,1,2,6,4,0,0
6646,1984,Graduation,16529,1/3/2014,23,3,0,5,13,0,1,1,3,6,0,0
4248,1960,Master,98777,2/17/2014,23,1000,19,711,125,115,0,4,9,1,0,0
7451,1960,Master,98777,2/17/2014,23,1000,19,711,125,115,0,4,9,1,0,0
7861,1952,Master,77027,5/2/2014,23,820,57,242,45,0,2,8,6,4,0,0
5232,1965,Graduation,69139,1/27/2014,23,86,12,75,33,15,1,4,5,4,0,0
3011,1965,Graduation,69139,1/27/2014,23,86,12,75,33,15,1,4,5,4,0,0
5758,1982,Graduation,65169,1/14/2014,23,1074,0,69,0,0,1,10,13,6,1,0
2173,1952,Graduation,40049,10/16/2013,23,13,6,7,0,3,1,1,3,6,0,0
10711,1945,Graduation,69755,2/10/2013,23,217,77,373,111,23,1,3,12,1,0,0
8268,1961,PhD,,11/7/2013,23,352,0,27,10,0,3,6,7,6,0,0
2782,1961,PhD,54456,11/7/2013,23,352,0,27,10,0,3,6,7,6,0,0
9432,1977,Graduation,666666,2/6/2013,23,9,14,18,8,1,4,3,3,6,0,0
5872,1951,Graduation,60689,1/6/2013,23,240,90,216,63,6,4,4,10,3,0,0
11187,1978,Basic,26487,5/20/2013,23,2,8,10,12,14,3,2,3,5,0,0
2428,1970,Graduation,28164,4/5/2013,23,3,18,26,11,8,3,2,4,7,0,0
1726,1970,Graduation,22585,3/18/2013,23,3,9,15,13,2,1,1,2,9,1,0
1802,1971,Graduation,64795,1/17/2013,23,412,5,119,38,29,3,3,12,2,0,0
1162,1987,PhD,42000,10/1/2013,23,124,83,267,85,59,2,5,11,5,1,0
10643,1987,PhD,42000,10/1/2013,23,124,83,267,85,59,2,5,11,5,1,0
11112,1966,Graduation,70713,3/12/2012,23,736,114,279,82,76,6,5,8,3,0,0
2114,1946,PhD,82800,11/24/2012,23,1006,22,115,59,68,1,7,12,3,1,0
4261,1946,PhD,82800,11/24/2012,23,1006,22,115,59,68,1,7,12,3,1,0
2457,1975,Basic,30801,10/26/2012,23,8,4,5,15,2,2,1,3,7,0,0
2495,1974,Master,83891,6/20/2014,24,217,38,350,111,85,1,4,10,1,0,0
6983,1950,Master,38054,1/5/2014,24,23,2,17,2,1,2,2,3,7,0,0
3436,1969,Graduation,14045,1/26/2014,24,11,0,5,2,1,1,1,3,7,0,0
7505,1957,PhD,44155,1/19/2014,24,22,1,9,0,0,1,1,2,4,0,0
4286,1970,PhD,57642,9/1/2014,24,580,6,58,8,0,3,7,6,4,0,0
7224,1977,Graduation,31353,12/29/2013,24,10,0,10,3,1,2,1,2,8,0,0
6215,1977,Graduation,31353,12/29/2013,24,10,0,10,3,1,2,1,2,8,1,0
968,1968,Master,41335,12/26/2013,24,112,19,21,16,14,3,4,4,7,0,0
4096,1968,Master,41335,12/26/2013,24,112,19,21,16,14,3,4,4,7,0,0
3153,1957,PhD,40737,8/12/2013,24,11,0,4,0,0,1,1,2,8,0,0
6504,1975,2n Cycle,19789,11/20/2013,24,2,5,9,28,6,3,2,3,5,0,0
5329,1949,PhD,35946,9/27/2013,24,8,0,3,0,0,1,0,3,5,0,0
1175,1983,Master,36262,9/20/2013,24,88,39,54,64,28,1,3,3,6,1,0
1377,1954,Master,44551,8/31/2013,24,182,4,33,0,0,2,4,5,7,0,0
4607,1959,Graduation,71367,8/23/2013,24,227,23,389,42,21,1,4,7,2,0,0
4944,1959,Graduation,71367,8/23/2013,24,227,23,389,42,21,1,4,7,2,0,0
9483,1959,Graduation,57957,8/19/2013,24,290,59,177,77,5,7,4,8,3,0,1
1378,1972,2n Cycle,50334,7/24/2013,24,284,16,160,84,16,6,7,6,6,0,0
5991,1949,Master,48150,8/6/2013,24,173,2,39,3,2,3,5,4,7,0,0
2807,1969,Graduation,56796,2/16/2013,24,656,38,161,62,47,3,8,7,7,0,0
1052,1969,Graduation,56796,2/16/2013,24,656,38,161,62,47,3,8,7,7,0,0
9760,1963,PhD,52278,1/25/2013,24,953,0,71,0,0,6,10,10,8,1,0
7101,1963,PhD,52278,1/25/2013,24,953,0,71,0,0,6,10,10,8,0,0
9909,1996,2n Cycle,7500,9/11/2012,24,3,18,14,15,22,3,3,3,9,1,0
5907,1952,Master,33444,3/11/2012,24,8,0,8,0,0,1,1,2,8,0,0
793,1973,Graduation,20895,6/10/2012,24,18,3,17,3,0,1,2,3,9,0,0
8832,1976,Master,37509,12/9/2012,24,37,5,56,12,8,2,3,4,7,0,0
2535,1978,Master,88097,8/18/2012,24,163,0,480,0,126,1,6,8,9,1,0
1523,1973,Graduation,59041,7/5/2014,25,69,2,15,2,2,2,2,4,5,0,0
1839,1974,Graduation,43322,4/21/2014,25,56,7,48,10,2,1,3,4,7,0,0
9972,1955,PhD,46015,4/13/2014,25,38,0,2,0,0,1,1,3,7,0,0
2945,1955,PhD,46015,4/13/2014,25,38,0,2,0,0,1,1,3,7,0,0
9291,1959,Master,34242,3/23/2014,25,8,2,4,0,0,1,0,3,5,0,0
2829,1955,Graduation,65210,10/3/2014,25,626,0,70,0,7,2,9,8,6,0,0
8594,1958,PhD,50520,1/28/2014,25,112,0,6,2,1,2,3,3,6,0,0
1592,1970,Graduation,90765,1/24/2014,25,547,99,812,151,82,0,4,5,1,0,0
4310,1944,Graduation,80589,1/22/2014,25,507,93,520,242,40,1,5,5,1,1,0
6950,1958,Master,49572,12/15/2013,25,35,1,16,0,1,2,2,3,7,0,0
8492,1978,Graduation,75437,9/11/2013,25,795,0,545,95,58,1,8,10,6,0,0
5684,1971,Master,44635,11/10/2013,25,56,0,9,0,0,2,2,3,7,0,0
5909,1964,Graduation,58512,9/19/2013,25,895,10,101,13,0,5,3,8,8,0,0
9855,1952,PhD,62000,8/25/2013,25,899,0,101,0,0,1,6,13,4,0,0
975,1956,Graduation,54252,5/28/2013,25,178,4,26,8,4,5,4,5,6,0,0
8754,1974,PhD,45068,5/16/2013,25,14,0,3,0,0,1,1,2,7,0,0
1456,1979,Graduation,60474,1/4/2013,25,265,199,303,234,9,7,10,12,7,0,0
2849,1979,Graduation,60474,1/4/2013,25,265,199,303,234,9,7,10,12,7,0,0
9984,1981,2n Cycle,56337,3/27/2013,25,349,16,144,28,5,5,8,4,8,1,0
5527,1987,Graduation,22434,2/13/2013,25,4,12,11,3,13,2,2,3,8,0,0
5628,1982,Graduation,61416,8/2/2013,25,848,154,323,201,61,1,10,10,6,0,0
7627,1975,Master,92163,12/12/2012,25,817,183,797,106,163,0,5,5,2,1,0
1351,1956,Master,58656,9/20/2012,25,962,12,194,16,24,4,7,13,6,0,0
10629,1973,2n Cycle,,9/14/2012,25,25,3,43,17,4,3,3,3,8,0,0
10395,1986,Basic,8940,8/22/2012,25,1,45,3,4,6,3,3,3,8,0,0
6961,1974,Graduation,26751,5/22/2014,26,1,1,5,0,3,1,1,2,8,0,0
10196,1978,Graduation,71427,12/3/2014,26,212,123,177,15,64,2,8,8,4,0,0
6182,1984,Graduation,26646,10/2/2014,26,11,4,20,10,3,2,2,4,6,0,0
10432,1974,Graduation,19346,1/30/2014,26,2,0,9,3,6,1,1,3,8,0,0
1542,1975,Graduation,56243,12/30/2013,26,347,0,35,4,3,6,4,8,5,0,0
4220,1970,PhD,59892,2/11/2013,26,73,0,13,0,1,1,2,3,3,0,0
4141,1965,Graduation,71613,8/21/2013,26,426,49,127,111,21,1,8,10,4,0,0
1940,1986,Graduation,25252,12/7/2013,26,1,3,4,2,2,1,1,2,8,0,0
1506,1975,Graduation,42160,6/28/2013,26,48,9,45,3,15,4,2,4,6,1,0
6347,1979,Basic,15862,6/27/2013,26,1,1,4,11,9,1,1,3,8,0,0
1361,1974,Master,82584,4/6/2013,26,1076,68,103,29,91,1,3,8,1,1,0
9422,1989,Graduation,38360,5/31/2013,26,36,2,42,20,21,2,2,4,3,0,0
1081,1957,PhD,75283,3/27/2013,26,733,9,180,12,19,11,6,5,4,0,0
7458,1956,Master,34941,6/3/2013,26,39,2,25,4,3,2,3,3,8,0,0
1012,1952,Graduation,61823,2/18/2013,26,523,7,134,37,14,4,8,10,7,0,0
5453,1956,Master,90226,9/26/2012,26,1083,108,649,253,151,1,4,12,2,0,0
6818,1974,Graduation,44989,12/9/2012,26,98,0,106,49,10,5,5,5,6,0,0
7807,1974,Graduation,44989,12/9/2012,26,98,0,106,49,10,5,5,5,6,0,0
7532,1980,Graduation,43586,8/30/2012,26,99,2,11,4,0,3,3,4,8,0,0
8346,1974,Graduation,32233,8/19/2012,26,138,15,35,25,11,2,6,2,9,1,0
5564,1969,Graduation,62882,9/8/2012,26,509,133,497,78,24,2,7,6,4,0,0
3267,1963,Master,57288,6/25/2014,27,527,0,21,0,0,3,8,8,6,0,0
3091,1981,2n Cycle,75774,2/5/2014,27,340,21,134,258,14,1,7,8,4,0,0
762,1981,2n Cycle,75774,2/5/2014,27,340,21,134,258,14,1,7,8,4,0,0
8029,1988,Master,90247,4/29/2014,27,1184,32,352,21,16,1,3,7,1,1,0
4376,1960,2n Cycle,32218,2/15/2014,27,10,24,15,13,1,1,2,3,7,1,0
10981,1988,Graduation,84219,2/2/2014,27,434,137,400,45,137,1,3,10,1,0,0
486,1988,Graduation,84219,2/2/2014,27,434,137,400,45,137,1,3,10,1,0,0
1158,1966,Graduation,48877,5/1/2014,27,102,1,15,2,0,1,3,4,7,0,0
